symbol,name,sector,industry,market_cap,country
SQFTP,Presidio Property Trust Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock $0.01 par value per share,Real Estate,Equity Real Estate Investment Trusts (REITs),Nano Cap,United States
SQFTW,Presidio Property Trust Inc. Series A Common Stock Purchase Warrants,Real Estate,Equity Real Estate Investment Trusts (REITs),Nano Cap,United States
SQL,SeqLL Inc. Common stock,Health Care,Biotechnology,Nano Cap,United States
SQLLW,SeqLL Inc. Warrant,Health Care,Biotechnology,Nano Cap,United States
SQSP,"Squarespace, Inc.",Information Technology,Software,Mid Cap,United States
SQZ,SQZ Biotechnologies Company,Health Care,Biotechnology,Nano Cap,United States
SR,Spire Inc.,Utilities,Gas Utilities,Mid Cap,United States
SR-PA,Spire Inc.,Utilities,Gas Utilities,Mid Cap,United States
SRAC,Stable Road Acquisition Corp.,Financials,Diversified Financial Services,Micro Cap,United States
SRACU,Stable Road Acquisition Corp.,Financials,Diversified Financial Services,Micro Cap,United States
SRACW,Stable Road Acquisition Corp.,Financials,Diversified Financial Services,Micro Cap,United States
SRAX,"SRAX, Inc.",Communication Services,Diversified Telecommunication Services,Micro Cap,United States
SRBK,SR Bancorp Inc. Common stock,Financials,,Micro Cap,United States
SRBT,Shanrong Biotechnology Corp.,Financials,Diversified Financial Services,Nano Cap,United States
SRC,"Spirit Realty Capital, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Mid Cap,United States
SRC-PA,"Spirit Realty Capital, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Mid Cap,United States
SRCE,1st Source Corporation,Financials,Banks,Small Cap,United States
SRCH,Searchlight Minerals Corp.,Materials,Metals & Mining,Nano Cap,United States
SRCL,"Stericycle, Inc.",Industrials,Transportation Infrastructure,Mid Cap,United States
SRCO,"Sparta Commercial Services, Inc.",Information Technology,Software,Nano Cap,United States
SRCU,Spire Inc.,Utilities,Gas Utilities,Mid Cap,United States
SRC^A,Spirit Realty Capital Inc. 6.000% Series A Cumulative Redeemable Preferred Stock,Real Estate,,,United States
SRDX,"Surmodics, Inc.",Health Care,Health Care Technology,Small Cap,United States
SRE,Sempra Energy,Utilities,Multi-Utilities,Large Cap,United States
SRE-PB,Sempra Energy,Utilities,Multi-Utilities,Large Cap,United States
SREA,Sempra Energy,Utilities,Multi-Utilities,Large Cap,United States
SREV,"ServiceSource International, Inc.",Information Technology,Software,Micro Cap,United States
SRFM,Surf Air Mobility Inc. Common Stock,Financials,,Micro Cap,United States
SRG,Seritage Growth Properties,Real Estate,Equity Real Estate Investment Trusts (REITs),Micro Cap,United States
SRG-PA,Seritage Growth Properties,Real Estate,Equity Real Estate Investment Trusts (REITs),Mid Cap,United States
SRGA,"Surgalign Holdings, Inc.",Health Care,Health Care Technology,Nano Cap,United States
SRGE,"Southridge Enterprises, Inc.",Materials,,Nano Cap,United States
SRGZ,Star Gold Corp.,Materials,Metals & Mining,Nano Cap,United States
SRG^A,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,Real Estate,,,United States
SRHBF,RH,Consumer Discretionary,Specialty Retail,Large Cap,United States
SRHBY,RH,Consumer Discretionary,Specialty Retail,Large Cap,United States
SRHIF,RH,Consumer Discretionary,Specialty Retail,Large Cap,United States
SRLP,Sprague Resources LP,Energy,"Oil, Gas & Consumable Fuels",Small Cap,United States
SRLY,Southern Realty Co.,Energy,"Oil, Gas & Consumable Fuels",,United States
SRMX,"Saddle Ranch Media, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Nano Cap,United States
SRNA,Surna Inc.,Industrials,Machinery,Nano Cap,United States
SRNE,"Sorrento Therapeutics, Inc.",Health Care,Biotechnology,Small Cap,United States
SRNG,Soaring Eagle Acquisition Corp.,Financials,Diversified Financial Services,,United States
SRNGU,Soaring Eagle Acquisition Corp.,Financials,Diversified Financial Services,,United States
SRNGW,Soaring Eagle Acquisition Corp.,Financials,Diversified Financial Services,,United States
SRNN,"The Southern Banc Company, Inc.",Financials,Banks,Nano Cap,United States
SRNW,Stratos Renewables Corporation,Energy,"Oil, Gas & Consumable Fuels",Nano Cap,United States
SRPT,"Sarepta Therapeutics, Inc.",Health Care,Biotechnology,Small Cap,United States
SRPX,"Scorpex, Inc.",Industrials,,Nano Cap,United States
SRRA,"Sierra Oncology, Inc.",Health Care,Biotechnology,Micro Cap,United States
SRRK,Scholar Rock Holding Corporation,Health Care,Biotechnology,Mid Cap,United States
SRSA,Sarissa Capital Acquisition Corp.,Financials,Diversified Financial Services,Micro Cap,United States
SRSAU,Sarissa Capital Acquisition Corp.,Financials,Diversified Financial Services,Micro Cap,United States
SRSAW,Sarissa Capital Acquisition Corp.,Financials,Diversified Financial Services,Micro Cap,United States
SRSG,"Spirits Time International, Inc.",Consumer Staples,Beverages,Nano Cap,United States
SRSK,"Star Struck, Ltd.",Information Technology,"Electronic Equipment, Instruments & Components",Nano Cap,United States
SRT,"StarTek, Inc.",Industrials,Professional Services,Micro Cap,United States
SRTS,"Sensus Healthcare, Inc.",Health Care,Health Care Technology,Micro Cap,United States
SRUP,Sirrus Corp.,Information Technology,,Nano Cap,United States
SRUS,Stratus Capital Corp.,Financials,Diversified Financial Services,Nano Cap,United States
SRV,The Cushing MLP & Infrastructure Total Return Fund,Financials,Capital Markets,Nano Cap,United States
SRXH,SRX Health Solutions Inc. Common Stock,Consumer Staples,Beverages,Nano Cap,United States
SRYB,Surrey Bancorp,Financials,Banks,Micro Cap,United States
SRZN,Surrozen Inc. Common Stock,Health Care,Biotechnology,Micro Cap,United States
SRZNW,Surrozen Inc. Warrant,Health Care,Biotechnology,Nano Cap,United States
SR^A,Spire Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock,Utilities,,,United States
SSAA,Science Strategic Acquisition Corp. Alpha,Financials,Diversified Financial Services,Small Cap,United States
SSAAU,Science Strategic Acquisition Corp. Alpha,Financials,Diversified Financial Services,Small Cap,United States
SSAAW,Science Strategic Acquisition Corp. Alpha,Financials,Diversified Financial Services,Small Cap,United States
SSACU,SPACSphere Acquisition Corp. Unit,Financials,Diversified Financial Services,Nano Cap,United States
SSB,South State Corporation,Financials,Banks,Mid Cap,United States
SSBI,Summit State Bank,Financials,Banks,Micro Cap,United States
SSBK,Southern States Bancshares Inc. Common Stock,Financials,Banks,Small Cap,United States
SSBP,"SSB Bancorp, Inc.",Financials,Banks,Nano Cap,United States
SSD,"Simpson Manufacturing Co., Inc.",Industrials,Building Products,Mid Cap,United States
SSER,Southern Star Energy Corp.,Energy,"Oil, Gas & Consumable Fuels",Nano Cap,United States
SSET,"Starstream Entertainment, Inc.",Industrials,Professional Services,Nano Cap,United States
SSFT,Sonasoft Corporation,Information Technology,IT Services,Micro Cap,United States
SSIC,Silver Spike Investment Corp. Common Stock,Health Care,Biotechnology,Micro Cap,United States
SSKN,"STRATA Skin Sciences, Inc.",Health Care,Health Care Technology,Nano Cap,United States
SSNC,"IES Holdings, Inc.",Industrials,Construction & Engineering,Large Cap,United States
SSNT,"SilverSun Technologies, Inc.",Information Technology,Software,Micro Cap,United States
SSOF,"665 Energy, Inc.",Energy,Energy Equipment & Services,Nano Cap,United States
SSOK,"Sunstock, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Nano Cap,United States
SSP,E. W. Scripps Company Class A,Communication Services,Media,Small Cap,United States
SSPK,Silver Spike Acquisition Corp.,Financials,Diversified Financial Services,Small Cap,United States
SSPKU,Silver Spike Acquisition Corp.,Financials,Diversified Financial Services,Small Cap,United States
SSPKW,Silver Spike Acquisition Corp.,Financials,Diversified Financial Services,Small Cap,United States
SSRC,"Sentisearch, Inc.",Industrials,Professional Services,Nano Cap,United States
SSSS,SuRo Capital Corp.,Financials,Capital Markets,Micro Cap,United States
SSSSL,SuRo Capital Corp. 6.00% Notes due 2026,Financials,Capital Markets,Small Cap,United States
SST,System1 Inc. Class A Common Stock,Industrials,Professional Services,Nano Cap,United States
SSTI,"ShotSpotter, Inc.",Information Technology,Software,Micro Cap,United States
SSTK,"Shutterstock, Inc.",Communication Services,Diversified Telecommunication Services,Small Cap,United States
SSTT,"SStartrade Tech, Inc.",Materials,Metals & Mining,Nano Cap,United States
SSTU,"Sandy Steele Unlimited, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,United States
SSTY,Sure Trace Security Corporation,Information Technology,,Nano Cap,United States
SSUR,"StatSure Diagnostic Systems, Inc.",Health Care,Health Care Technology,Nano Cap,United States
SSY,"SunLink Health Systems, Inc.",Health Care,Pharmaceuticals,Nano Cap,United States
SSYS,Stratasys Ltd.,Information Technology,"Technology Hardware, Storage & Peripherals",Small Cap,United States
ST,Sensata Technologies Holding plc,Information Technology,"Electronic Equipment, Instruments & Components",Mid Cap,United States
STAA,STAAR Surgical Company,Health Care,Health Care Equipment & Supplies,Small Cap,United States
STAF,"Staffing 360 Solutions, Inc.",Industrials,Professional Services,Nano Cap,United States
STAG,"STAG Industrial, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Mid Cap,United States
STAI,ScanTech AI Systems Inc. Common stock,Information Technology,,Nano Cap,United States
STAR,iStar Inc.,Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
STAR-PD,iStar Inc.,Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
STAR-PG,iStar Inc.,Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
STAR-PI,iStar Inc.,Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
STAU,"Star Nutrition, Inc.",Health Care,Pharmaceuticals,Nano Cap,United States
STAY,"Extended Stay America, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Mid Cap,United States
STBA,"S&T Bancorp, Inc.",Financials,Banks,Small Cap,United States
STBI,"Sturgis Bancorp, Inc.",Financials,Banks,Nano Cap,United States
STBK,Studio Bank,Financials,,,United States
STBV,"Strategic Global Investments, Inc.",Information Technology,,Nano Cap,United States
STCB,"Starco Brands, Inc.",Communication Services,Diversified Telecommunication Services,Micro Cap,United States
STCC,Sterling Consolidated Corp.,Consumer Discretionary,Auto Components,Nano Cap,United States
STCN,"Steel Connect, Inc.",Industrials,Industrial Conglomerates,Micro Cap,United States
STCO,StratoComm Corporation,Communication Services,Diversified Telecommunication Services,Nano Cap,United States
STDE,Standard Energy Corp.,Energy,"Oil, Gas & Consumable Fuels",Nano Cap,United States
STEL,Stellar Bancorp Inc. Common Stock,Financials,Banks,Small Cap,United States
STEM,"Stem, Inc.",Information Technology,Software,Micro Cap,United States
STER,Sterling Check Corp. Common Stock,Information Technology,Software,Small Cap,United States
STEV,Stevia Corp.,Consumer Staples,Household Products,Nano Cap,United States
STEW,SRH Total Return Fund Inc. Common Stock,Financials,Capital Markets,Nano Cap,United States
STFC,State Auto Financial Corporation,Financials,Insurance,Small Cap,United States
STFR,STEADFAST APT REIT INC,Real Estate,,,United States
STGC,"StartEngine Crowdfunding, Inc.",Financials,Capital Markets,,United States
STGGQ,"STG Group, Inc.",Information Technology,IT Services,Nano Cap,United States
STGZ,Stargaze Entertainment Group Inc.,Communication Services,Entertainment,Nano Cap,United States
STHC,"SouthCorp Capital, Inc.",Real Estate,Real Estate Management & Development,Nano Cap,United States
STHI,"Sprout Tiny Homes, Inc.",Industrials,Construction & Engineering,Nano Cap,United States
STHO,Star Holdings Shares of Beneficial Interest,Real Estate,Real Estate Management & Development,Micro Cap,United States
STI,Solidion Technology Inc. Common Stock,Financials,Diversified Financial Services,Nano Cap,United States
STIC,Northern Star Acquisition Corp.,Financials,Diversified Financial Services,Small Cap,United States
STIC-UN,Northern Star Acquisition Corp.,Financials,Diversified Financial Services,Small Cap,United States
STIC-WT,Northern Star Acquisition Corp.,Financials,Diversified Financial Services,Small Cap,United States
STIX,Semantix Inc. Class A Ordinary Shares,Information Technology,Software,Nano Cap,United States
STIXW,Semantix Inc. Warrant,Information Technology,Software,Nano Cap,United States
STJO,"St. Joseph, Inc.",Industrials,Professional Services,Nano Cap,United States
STK,Columbia Seligman Premium Technology Growth Fund,Financials,Capital Markets,Nano Cap,United States
STKR,ProPhotonix Limited,Information Technology,"Electronic Equipment, Instruments & Components",Nano Cap,United States
STL,Sterling Bancorp,Financials,Banks,Mid Cap,United States
STL-PA,Sterling Bancorp,Financials,Banks,Mid Cap,United States
STLD,"Steel Dynamics, Inc.",Materials,Metals & Mining,Large Cap,United States
STLM,St Elmo Silver Mines Corp.,Financials,,,United States
STLT,Spotlight Innovation Inc.,Health Care,,Nano Cap,United States
STLY,"HG Holdings, Inc.",Financials,Diversified Financial Services,Nano Cap,United States
STMH,"Stem Holdings, Inc.",Health Care,Pharmaceuticals,Micro Cap,United States
STMP,Stamps.com Inc.,Information Technology,Software,Mid Cap,United States
STND,Standard AVB Financial Corp.,Financials,Banks,Micro Cap,United States
STOK,"Stoke Therapeutics, Inc.",Health Care,Biotechnology,Mid Cap,United States
STOR,STORE Capital Corporation,Real Estate,Equity Real Estate Investment Trusts (REITs),Mid Cap,United States
STPC,Star Peak Corp II,Financials,Diversified Financial Services,Small Cap,United States
STPC-UN,Star Peak Corp II,Financials,Diversified Financial Services,Small Cap,United States
STPC-WT,Star Peak Corp II,Financials,Diversified Financial Services,Small Cap,United States
STQN,"Strategic Acquisitions, Inc.",Financials,Diversified Financial Services,Nano Cap,United States
STR,Sitio Royalties Corp. Class A Common Stock,Energy,"Oil, Gas & Consumable Fuels",Mid Cap,United States
STRA,"Strategic Education, Inc.",Consumer Staples,Household Products,Small Cap,United States
STRB,Strasbaugh,Information Technology,Semiconductors & Semiconductor Equipment,Nano Cap,United States
STRC,Sarcos Technology and Robotics Corporation Common Stock,Industrials,Building Products,Large Cap,United States
STRCW,Sarcos Technology and Robotics Corporation Warrants,Industrials,Building Products,Nano Cap,United States
STRD,MicroStrategy Incorporated 10.00% Series A Perpetual Stride Preferred Stock,Information Technology,Software,Large Cap,United States
STRE,Supernova Partners Acquisition ,Financials,Diversified Financial Services,Small Cap,United States
STRE-UN,Supernova Partners Acquisition ,Financials,Diversified Financial Services,Small Cap,United States
STREU,Supernova Partners Acquisition ,Financials,Diversified Financial Services,Small Cap,United States
STRI,"STR Holdings, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Nano Cap,United States
